,country,year,Effective Parliament (highest score=1),Election free and fair (highest score=1),Election government intimidation (highest score=1),Voter turnout (highest score=1),Fair trial (highest score=1),Judicial Independence (highest score=1),Predictable Enforcement (highest score=1),Freedom of Religion (highest score=1),Free Political Parties (highest score=1),Harassment of journalists (highest score=1),Media bias (highest score=1),Media freedom (highest score=1),Freedom of the Press (highest score=1),Gender Equality (highest score=1),Educational equality (highest score=1),Health equality (highest score=1),Infant mortality rate (highest score=1),Life expectancy (highest score=1),Mean years of schooling (highest score=1),Human Development Index
1058,Sweden,1996,0.91,0.87,0.88,0.82,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.88,0.93,0.91,0.99,0.92,0.46,0.867
1059,Sweden,1997,0.91,0.87,0.88,0.82,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.9,0.93,0.91,0.99,0.93,0.47,0.878
1060,Sweden,1998,0.91,0.87,0.9,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.91,0.93,0.91,0.99,0.93,0.47,0.891
1061,Sweden,1999,0.91,0.87,0.9,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.91,0.82,0.91,0.99,0.93,0.47,0.897
1062,Sweden,2000,0.91,0.87,0.9,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.91,0.82,0.91,0.99,0.93,0.47,0.903
1063,Sweden,2001,0.91,0.87,0.9,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.91,0.82,0.91,0.99,0.93,0.47,0.906
1064,Sweden,2002,0.91,0.87,0.89,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.91,0.82,0.91,0.99,0.93,0.48,0.909
1065,Sweden,2003,0.91,0.87,0.89,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.91,0.82,0.91,0.99,0.94,0.48,0.914
1066,Sweden,2004,0.91,0.87,0.89,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.91,0.82,0.91,0.99,0.94,0.48,0.901
1067,Sweden,2005,0.91,0.87,0.89,0.78,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.91,0.82,0.91,0.99,0.94,0.48,0.903
1068,Sweden,2006,0.91,0.89,0.92,0.81,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.87,0.93,0.82,0.91,0.99,0.95,0.49,0.907
1069,Sweden,2007,0.91,0.89,0.92,0.81,1.0,0.9,0.88,0.98,0.74,0.79,0.86,1.0,0.86,0.91,0.82,0.91,0.99,0.95,0.49,0.909
1070,Sweden,2008,0.91,0.89,0.92,0.81,1.0,0.9,0.88,0.98,0.74,0.79,0.86,1.0,0.86,0.93,0.82,0.91,0.99,0.95,0.49,0.905
1071,Sweden,2009,0.91,0.89,0.92,0.81,1.0,0.9,0.89,0.98,0.74,0.79,0.86,1.0,0.86,0.93,0.8,0.91,0.99,0.96,0.49,0.904
1072,Sweden,2010,0.91,0.91,0.93,0.83,1.0,0.9,0.89,0.98,0.74,0.79,0.84,1.0,0.86,0.92,0.82,0.91,1.0,0.96,0.49,0.91
1073,Sweden,2011,0.91,0.91,0.93,0.83,1.0,0.9,0.89,0.98,0.74,0.79,0.84,1.0,0.86,0.88,0.82,0.91,1.0,0.96,0.49,0.912
1074,Sweden,2012,0.91,0.91,0.93,0.83,1.0,0.94,0.89,1.0,0.74,0.79,0.84,1.0,0.89,0.91,0.8,0.88,1.0,0.96,0.5,0.912
1075,Sweden,2013,0.91,0.91,0.93,0.83,1.0,0.94,0.89,1.0,0.74,0.76,0.84,1.0,0.88,0.91,0.69,0.88,1.0,0.96,0.5,0.932
1076,Sweden,2014,0.91,0.91,0.82,0.83,1.0,0.94,0.89,0.84,0.74,0.76,0.87,1.0,0.88,0.91,0.69,0.88,1.0,0.97,0.5,0.935
1077,Sweden,2015,0.91,0.91,0.82,0.83,1.0,0.9,0.89,1.0,0.74,0.74,0.87,1.0,0.88,0.9,0.69,0.88,1.0,0.97,0.5,0.937
1078,Sweden,2016,0.91,0.91,0.82,0.83,1.0,0.9,0.89,0.89,0.74,0.74,0.87,1.0,0.88,0.91,0.69,0.88,1.0,0.97,0.5,0.939
1079,Sweden,2017,0.91,0.91,0.82,0.83,1.0,0.9,0.89,1.0,0.74,0.74,0.87,1.0,0.88,0.89,0.69,0.76,1.0,0.97,0.51,0.941
1080,Sweden,2018,1.0,0.88,0.91,0.82,1.0,0.9,0.89,0.89,0.74,0.74,0.87,1.0,0.88,0.87,0.69,0.76,1.0,0.97,0.51,0.943
1081,Sweden,2019,1.0,0.88,0.91,0.82,1.0,0.9,0.89,1.0,0.74,0.74,0.87,1.0,0.88,0.9,0.69,0.76,1.0,0.98,0.51,0.947
1082,Sweden,2020,1.0,0.88,0.91,0.82,1.0,0.9,0.89,1.0,0.74,0.72,0.87,1.0,0.87,0.89,0.69,0.76,1.0,0.97,0.51,0.944
1083,Sweden,2021,1.0,0.88,0.91,0.82,1.0,0.88,0.89,1.0,0.74,0.76,0.87,1.0,0.88,0.92,0.69,0.76,1.0,0.97,0.51,0.949
1084,Sweden,2022,1.0,0.86,0.89,0.8,1.0,0.94,0.88,1.0,0.74,0.76,0.92,1.0,0.88,0.92,0.69,0.76,1.0,0.97,0.52,0.952
1085,Switzerland,1990,0.72,0.81,0.85,0.39,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.85,0.67,0.94,0.9,0.97,0.9,0.51,0.85
1086,Switzerland,1991,0.72,0.8,0.84,0.39,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.67,0.94,0.9,0.97,0.9,0.51,0.852
1087,Switzerland,1992,0.72,0.8,0.84,0.39,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.67,0.94,0.9,0.98,0.91,0.51,0.855
1088,Switzerland,1993,0.73,0.8,0.84,0.39,1.0,1.0,0.85,0.85,0.74,0.95,0.93,1.0,0.89,0.67,0.94,0.9,0.98,0.91,0.51,0.859
1089,Switzerland,1994,0.73,0.8,0.84,0.39,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.67,0.94,0.9,0.98,0.91,0.51,0.861
1090,Switzerland,1995,0.73,0.8,0.85,0.34,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.68,0.94,0.9,0.98,0.91,0.51,0.863
1091,Switzerland,1996,0.73,0.8,0.85,0.34,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.68,0.94,0.9,0.98,0.92,0.51,0.867
1092,Switzerland,1997,0.73,0.8,0.85,0.34,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.68,0.94,0.9,0.98,0.92,0.51,0.872
1093,Switzerland,1998,0.73,0.8,0.85,0.34,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.71,0.94,0.9,0.98,0.93,0.51,0.878
1094,Switzerland,1999,0.73,0.8,0.85,0.34,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.71,0.94,0.9,0.98,0.93,0.51,0.881
1095,Switzerland,2000,0.73,0.8,0.85,0.34,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.75,0.94,0.9,0.98,0.93,0.52,0.885
1096,Switzerland,2001,0.73,0.8,0.85,0.34,1.0,1.0,0.85,0.98,0.74,0.95,0.93,1.0,0.89,0.75,0.94,0.9,0.98,0.94,0.52,0.888
1097,Switzerland,2002,0.73,0.8,0.85,0.34,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.75,0.94,0.9,0.98,0.94,0.52,0.888
1098,Switzerland,2003,0.74,0.81,0.85,0.36,1.0,1.0,0.84,0.98,0.74,0.95,0.93,1.0,0.89,0.75,0.94,0.9,0.98,0.94,0.52,0.893
1099,Switzerland,2004,0.74,0.81,0.85,0.36,1.0,1.0,0.84,0.98,0.74,0.95,0.93,1.0,0.89,0.75,0.94,0.9,0.99,0.95,0.52,0.898
1100,Switzerland,2005,0.74,0.81,0.85,0.36,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.75,0.94,0.9,0.99,0.95,0.52,0.903
1101,Switzerland,2006,0.75,0.81,0.85,0.36,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.73,0.94,0.9,0.99,0.96,0.52,0.913
1102,Switzerland,2007,0.75,0.86,0.89,0.39,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.76,0.94,0.9,0.99,0.96,0.52,0.92
1103,Switzerland,2008,0.75,0.86,0.89,0.39,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.77,0.94,0.9,0.99,0.96,0.53,0.926
1104,Switzerland,2009,0.75,0.86,0.89,0.39,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.76,0.94,0.9,0.99,0.96,0.53,0.935
1105,Switzerland,2010,0.75,0.86,0.89,0.39,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.77,0.94,0.9,0.99,0.97,0.53,0.94
1106,Switzerland,2011,0.75,0.87,0.89,0.39,1.0,1.0,0.84,0.85,0.74,0.95,0.93,1.0,0.89,0.77,0.94,0.9,0.99,0.97,0.53,0.94
1107,Switzerland,2012,0.75,0.87,0.89,0.39,1.0,1.0,0.84,0.8,0.74,0.95,0.93,1.0,0.89,0.78,0.94,0.9,0.99,0.97,0.53,0.943
1108,Switzerland,2013,0.75,0.87,0.89,0.39,1.0,1.0,0.84,0.8,0.74,0.95,0.93,1.0,0.89,0.78,0.94,0.9,0.99,0.97,0.53,0.947
1109,Switzerland,2014,0.75,0.87,0.89,0.39,1.0,1.0,0.84,0.8,0.74,0.95,0.93,1.0,0.89,0.78,0.94,0.9,0.99,0.98,0.54,0.951
1110,Switzerland,2015,0.75,0.86,0.89,0.38,1.0,1.0,0.84,0.8,0.74,0.95,0.93,1.0,0.89,0.78,0.94,0.9,0.99,0.98,0.54,0.952
1111,Switzerland,2016,0.75,0.86,0.89,0.38,1.0,1.0,0.84,0.8,0.74,0.95,0.93,1.0,0.89,0.77,0.94,0.9,0.99,0.99,0.54,0.954
1112,Switzerland,2017,0.75,0.86,0.89,0.38,1.0,1.0,0.84,0.8,0.74,0.95,0.93,1.0,0.89,0.77,0.94,0.9,0.99,0.99,0.54,0.955
1113,Switzerland,2018,0.75,0.86,0.89,0.38,1.0,1.0,0.88,0.8,0.74,0.95,0.93,1.0,0.89,0.75,0.94,0.9,0.99,0.99,0.54,0.957
1114,Switzerland,2019,0.75,0.85,0.88,0.35,1.0,1.0,0.88,0.8,0.74,0.95,0.93,1.0,0.89,0.79,0.94,0.9,0.99,0.99,0.54,0.96
1115,Switzerland,2020,0.76,0.85,0.88,0.35,1.0,0.94,0.88,0.84,0.74,0.95,0.93,1.0,0.89,0.81,0.94,0.9,0.99,0.98,0.54,0.957
1116,Switzerland,2021,0.74,0.85,0.88,0.35,1.0,0.94,0.88,0.84,0.74,0.95,0.93,1.0,0.89,0.84,0.94,0.9,0.99,0.98,0.54,0.965
1117,Switzerland,2022,0.74,0.85,0.88,0.35,1.0,0.94,0.88,0.84,0.74,0.95,0.93,1.0,0.89,0.83,0.94,0.9,0.99,0.98,0.54,0.967
1118,Turkey,1990,0.57,0.68,0.77,0.92,0.33,0.59,0.48,0.46,0.51,0.52,0.76,0.0,0.53,0.43,0.47,0.64,0.71,0.77,0.28,0.598
1119,Turkey,1991,0.58,0.72,0.77,0.8,0.33,0.59,0.48,0.46,0.51,0.52,0.76,0.0,0.53,0.41,0.47,0.64,0.73,0.77,0.29,0.602
1120,Turkey,1992,0.58,0.72,0.77,0.8,0.33,0.58,0.53,0.46,0.61,0.52,0.76,0.0,0.53,0.39,0.47,0.64,0.74,0.78,0.29,0.608
1121,Turkey,1993,0.58,0.72,0.77,0.8,0.33,0.58,0.52,0.5,0.51,0.52,0.76,0.0,0.53,0.39,0.47,0.64,0.76,0.78,0.29,0.615
1122,Turkey,1994,0.58,0.72,0.77,0.8,0.33,0.58,0.52,0.5,0.51,0.52,0.76,0.0,0.54,0.39,0.47,0.64,0.77,0.79,0.3,0.616
1123,Turkey,1995,0.58,0.72,0.77,0.79,0.33,0.58,0.53,0.5,0.61,0.52,0.76,0.0,0.54,0.4,0.47,0.64,0.78,0.79,0.3,0.623
1124,Turkey,1996,0.58,0.72,0.77,0.79,0.33,0.59,0.53,0.5,0.51,0.52,0.76,0.0,0.54,0.44,0.47,0.64,0.8,0.8,0.31,0.63
1125,Turkey,1997,0.58,0.72,0.77,0.79,0.33,0.67,0.52,0.46,0.56,0.52,0.72,0.0,0.54,0.44,0.47,0.64,0.81,0.81,0.31,0.638
1126,Turkey,1998,0.58,0.72,0.77,0.79,0.33,0.65,0.5,0.5,0.48,0.52,0.72,0.0,0.54,0.44,0.47,0.64,0.82,0.81,0.31,0.648
1127,Turkey,1999,0.58,0.86,0.77,0.8,0.33,0.65,0.51,0.5,0.56,0.54,0.72,0.0,0.55,0.44,0.47,0.64,0.83,0.81,0.32,0.652
1128,Turkey,2000,0.58,0.86,0.77,0.8,0.33,0.65,0.51,0.5,0.56,0.56,0.72,0.0,0.58,0.42,0.51,0.69,0.84,0.82,0.32,0.669
1129,Turkey,2001,0.58,0.86,0.77,0.8,0.33,0.66,0.52,0.46,0.48,0.56,0.72,0.0,0.58,0.44,0.56,0.69,0.86,0.83,0.33,0.675
1130,Turkey,2002,0.58,0.86,0.9,0.76,0.33,0.69,0.58,0.55,0.56,0.58,0.72,0.5,0.6,0.44,0.56,0.69,0.86,0.83,0.33,0.685
1131,Turkey,2003,0.58,0.86,0.9,0.76,0.33,0.69,0.59,0.55,0.56,0.58,0.79,0.5,0.61,0.42,0.56,0.69,0.87,0.84,0.34,0.6910000000000001
1132,Turkey,2004,0.58,0.86,0.9,0.76,0.67,0.69,0.59,0.51,0.56,0.58,0.79,0.5,0.62,0.42,0.56,0.69,0.88,0.84,0.35,0.6960000000000001
1133,Turkey,2005,0.58,0.86,0.9,0.76,0.67,0.69,0.56,0.51,0.56,0.58,0.71,0.5,0.59,0.4,0.55,0.61,0.89,0.85,0.35,0.7010000000000001
1134,Turkey,2006,0.58,0.86,0.9,0.76,0.67,0.66,0.56,0.48,0.56,0.58,0.71,0.5,0.59,0.39,0.55,0.61,0.9,0.85,0.36,0.711
1135,Turkey,2007,0.57,0.76,0.7,0.74,0.67,0.66,0.53,0.44,0.56,0.56,0.71,0.5,0.59,0.44,0.55,0.61,0.91,0.86,0.37,0.718
1136,Turkey,2008,0.57,0.76,0.7,0.74,0.67,0.68,0.51,0.44,0.6,0.52,0.63,0.5,0.54,0.41,0.55,0.61,0.91,0.86,0.38,0.721
1137,Turkey,2009,0.57,0.76,0.7,0.74,0.67,0.68,0.51,0.51,0.51,0.51,0.63,0.5,0.54,0.41,0.56,0.61,0.92,0.86,0.38,0.728
1138,Turkey,2010,0.55,0.76,0.7,0.74,0.67,0.62,0.46,0.51,0.56,0.49,0.57,0.5,0.51,0.42,0.56,0.68,0.93,0.87,0.39,0.75
1139,Turkey,2011,0.55,0.73,0.68,0.87,0.67,0.61,0.46,0.51,0.6,0.49,0.57,0.5,0.49,0.44,0.55,0.7,0.93,0.87,0.4,0.763
1140,Turkey,2012,0.55,0.73,0.68,0.87,0.67,0.6,0.45,0.56,0.53,0.49,0.57,0.5,0.48,0.43,0.55,0.7,0.94,0.88,0.41,0.772
1141,Turkey,2013,0.52,0.73,0.68,0.87,0.67,0.59,0.42,0.56,0.53,0.42,0.51,0.0,0.44,0.42,0.54,0.67,0.94,0.89,0.42,0.802
1142,Turkey,2014,0.46,0.54,0.58,0.74,0.67,0.53,0.42,0.48,0.52,0.42,0.49,0.0,0.41,0.42,0.54,0.67,0.95,0.89,0.43,0.812
1143,Turkey,2015,0.45,0.51,0.46,0.84,0.33,0.53,0.4,0.48,0.52,0.41,0.49,0.0,0.4,0.43,0.54,0.67,0.95,0.89,0.44,0.8210000000000001
1144,Turkey,2016,0.42,0.49,0.44,0.84,0.33,0.45,0.31,0.49,0.48,0.35,0.46,0.0,0.36,0.42,0.52,0.64,0.95,0.89,0.45,0.8260000000000001
1145,Turkey,2017,0.36,0.49,0.44,0.84,0.33,0.4,0.26,0.41,0.45,0.34,0.47,0.0,0.35,0.42,0.52,0.64,0.96,0.9,0.46,0.833
1146,Turkey,2018,0.37,0.48,0.44,0.89,0.33,0.35,0.24,0.44,0.47,0.35,0.48,0.0,0.36,0.43,0.52,0.64,0.96,0.9,0.47,0.838
1147,Turkey,2019,0.39,0.48,0.44,0.89,0.33,0.36,0.26,0.41,0.45,0.3,0.47,0.0,0.35,0.44,0.52,0.63,0.96,0.91,0.47,0.842
1148,Turkey,2020,0.4,0.48,0.44,0.89,0.33,0.32,0.26,0.41,0.45,0.3,0.47,0.0,0.34,0.43,0.52,0.63,0.97,0.88,0.48,0.835
1149,Turkey,2021,0.41,0.48,0.44,0.89,0.33,0.34,0.25,0.41,0.45,0.3,0.47,0.0,0.34,0.44,0.52,0.64,0.97,0.88,0.49,0.841
1150,Turkey,2022,0.4,0.48,0.44,0.89,0.33,0.34,0.25,0.41,0.45,0.3,0.44,0.0,0.33,0.44,0.52,0.64,0.97,0.88,0.49,0.855
1151,United Kingdom,1990,0.78,0.76,0.9,0.75,1.0,0.75,0.85,0.98,0.74,0.81,0.83,1.0,0.79,0.62,0.76,0.79,0.97,0.88,0.43,0.804
1152,United Kingdom,1991,0.78,0.76,0.9,0.75,1.0,0.75,0.85,0.98,0.74,0.81,0.83,1.0,0.79,0.6,0.76,0.79,0.97,0.88,0.43,0.809
1153,United Kingdom,1992,0.78,0.76,0.9,0.75,1.0,0.75,0.86,0.98,0.74,0.81,0.83,1.0,0.79,0.58,0.76,0.79,0.97,0.89,0.44,0.8150000000000001
1154,United Kingdom,1993,0.83,0.76,0.9,0.75,1.0,0.73,0.86,0.98,0.74,0.81,0.83,1.0,0.79,0.58,0.76,0.79,0.97,0.89,0.44,0.8190000000000001
1155,United Kingdom,1994,0.83,0.76,0.9,0.75,1.0,0.75,0.94,0.98,0.74,0.81,0.83,1.0,0.79,0.58,0.76,0.79,0.98,0.89,0.44,0.8270000000000001
1156,United Kingdom,1995,0.83,0.76,0.9,0.75,1.0,0.75,0.94,0.98,0.74,0.81,0.83,1.0,0.79,0.58,0.76,0.79,0.98,0.89,0.44,0.8300000000000001
1157,United Kingdom,1996,0.83,0.76,0.9,0.75,1.0,0.75,0.94,0.98,0.74,0.81,0.83,1.0,0.79,0.59,0.76,0.79,0.98,0.9,0.44,0.836
1158,United Kingdom,1997,0.83,0.76,0.9,0.69,1.0,0.75,0.94,0.98,0.74,0.81,0.83,1.0,0.79,0.61,0.76,0.79,0.98,0.9,0.45,0.843
1159,United Kingdom,1998,0.83,0.76,0.9,0.69,1.0,0.75,0.94,0.98,0.74,0.81,0.83,1.0,0.79,0.61,0.76,0.79,0.98,0.9,0.45,0.848
1160,United Kingdom,1999,0.83,0.76,0.9,0.69,1.0,0.75,0.94,0.98,0.74,0.81,0.83,1.0,0.79,0.61,0.76,0.79,0.98,0.9,0.45,0.855
1161,United Kingdom,2000,0.83,0.76,0.9,0.69,1.0,0.75,0.94,0.85,0.74,0.81,0.83,1.0,0.79,0.61,0.76,0.88,0.98,0.91,0.45,0.863
1162,United Kingdom,2001,0.83,0.83,0.9,0.57,1.0,0.75,0.94,0.85,0.74,0.81,0.83,1.0,0.82,0.61,0.76,0.88,0.98,0.91,0.45,0.869
1163,United Kingdom,2002,0.84,0.83,0.9,0.57,1.0,0.75,0.94,0.85,0.74,0.81,0.83,1.0,0.81,0.61,0.76,0.88,0.98,0.91,0.46,0.874
1164,United Kingdom,2003,0.84,0.83,0.9,0.57,1.0,0.75,0.94,0.98,0.74,0.81,0.83,1.0,0.81,0.61,0.76,0.88,0.98,0.92,0.46,0.879
1165,United Kingdom,2004,0.84,0.83,0.9,0.57,1.0,0.75,0.93,0.98,0.74,0.81,0.83,1.0,0.81,0.61,0.76,0.88,0.98,0.92,0.46,0.889
1166,United Kingdom,2005,0.84,0.82,0.95,0.58,1.0,0.75,0.93,0.98,0.74,0.81,0.83,1.0,0.81,0.65,0.76,0.88,0.98,0.92,0.46,0.895
1167,United Kingdom,2006,0.84,0.82,0.95,0.58,1.0,0.75,0.93,0.98,0.74,0.81,0.83,1.0,0.82,0.66,0.76,0.88,0.98,0.93,0.46,0.894
1168,United Kingdom,2007,0.84,0.82,0.95,0.58,1.0,0.75,0.89,0.85,0.74,0.81,0.83,1.0,0.82,0.65,0.76,0.88,0.98,0.93,0.47,0.897
1169,United Kingdom,2008,0.84,0.82,0.95,0.58,1.0,0.75,0.89,0.98,0.74,0.81,0.83,1.0,0.82,0.64,0.76,0.88,0.98,0.93,0.47,0.902
1170,United Kingdom,2009,0.84,0.82,0.95,0.58,1.0,0.75,0.89,0.98,0.74,0.81,0.83,1.0,0.82,0.65,0.76,0.88,0.98,0.94,0.47,0.907
1171,United Kingdom,2010,0.84,0.82,0.95,0.61,1.0,0.75,0.93,0.85,0.74,0.81,0.83,1.0,0.81,0.68,0.75,0.88,0.99,0.94,0.47,0.913
1172,United Kingdom,2011,0.84,0.82,0.95,0.61,1.0,0.75,0.93,0.98,0.74,0.81,0.83,1.0,0.81,0.67,0.75,0.88,0.99,0.95,0.47,0.909
1173,United Kingdom,2012,0.84,0.82,0.95,0.61,1.0,0.76,0.93,1.0,0.74,0.81,0.89,1.0,0.79,0.71,0.73,0.88,0.99,0.95,0.47,0.91
1174,United Kingdom,2013,0.84,0.82,0.95,0.61,1.0,0.77,0.89,1.0,0.74,0.81,0.82,1.0,0.78,0.71,0.73,0.88,0.99,0.95,0.48,0.923
1175,United Kingdom,2014,0.84,0.82,0.95,0.61,1.0,0.77,0.89,1.0,0.74,0.81,0.82,1.0,0.78,0.72,0.73,0.88,0.99,0.95,0.48,0.924
1176,United Kingdom,2015,0.84,0.81,0.92,0.6,1.0,0.77,0.89,1.0,0.74,0.81,0.82,1.0,0.78,0.73,0.73,0.88,0.99,0.95,0.48,0.923
1177,United Kingdom,2016,0.84,0.81,0.92,0.6,1.0,0.78,0.89,0.89,0.62,0.81,0.82,1.0,0.8,0.74,0.73,0.88,0.99,0.95,0.48,0.926
1178,United Kingdom,2017,0.84,0.92,0.92,0.63,1.0,0.78,0.93,1.0,0.62,0.81,0.82,1.0,0.8,0.74,0.69,0.88,0.99,0.95,0.48,0.929
1179,United Kingdom,2018,0.84,0.92,0.92,0.63,1.0,0.78,0.93,1.0,0.62,0.81,0.82,1.0,0.8,0.72,0.69,0.82,0.99,0.95,0.49,0.928
1180,United Kingdom,2019,0.87,0.93,0.92,0.62,1.0,0.78,0.84,0.89,0.62,0.81,0.79,1.0,0.79,0.65,0.72,0.81,0.99,0.95,0.49,0.933
1181,United Kingdom,2020,0.84,0.93,0.92,0.62,1.0,0.79,0.84,1.0,0.62,0.81,0.81,1.0,0.81,0.7,0.69,0.79,0.99,0.95,0.49,0.92
1182,United Kingdom,2021,0.82,0.93,0.92,0.62,1.0,0.79,0.78,1.0,0.62,0.81,0.81,1.0,0.78,0.75,0.74,0.8,0.99,0.95,0.49,0.931
1183,United Kingdom,2022,0.79,0.93,0.92,0.62,1.0,0.79,0.79,1.0,0.62,0.81,0.81,1.0,0.76,0.74,0.68,0.8,0.99,0.95,0.49,0.94
1184,United States,1990,0.78,0.81,0.89,0.35,1.0,0.81,0.79,0.98,0.74,0.82,0.82,1.0,0.83,0.64,0.65,0.57,0.96,0.87,0.46,0.875
1185,United States,1991,0.78,0.81,0.89,0.35,1.0,0.81,0.79,0.98,0.74,0.82,0.82,1.0,0.79,0.64,0.65,0.57,0.96,0.87,0.46,0.875
1186,United States,1992,0.78,0.81,0.89,0.6,1.0,0.81,0.81,0.98,0.74,0.82,0.82,1.0,0.83,0.65,0.65,0.57,0.96,0.88,0.46,0.88
1187,United States,1993,0.78,0.81,0.89,0.6,1.0,0.81,0.83,0.98,0.74,0.82,0.76,1.0,0.82,0.66,0.65,0.57,0.96,0.87,0.46,0.882
1188,United States,1994,0.78,0.82,0.89,0.38,1.0,0.81,0.83,0.98,0.74,0.82,0.76,1.0,0.82,0.66,0.63,0.57,0.96,0.88,0.46,0.885
1189,United States,1995,0.78,0.82,0.89,0.38,1.0,0.81,0.83,0.98,0.74,0.82,0.76,1.0,0.82,0.66,0.63,0.57,0.97,0.88,0.46,0.886
1190,United States,1996,0.78,0.81,0.89,0.53,1.0,0.81,0.83,0.98,0.74,0.82,0.76,1.0,0.82,0.66,0.63,0.57,0.97,0.88,0.46,0.887
1191,United States,1997,0.78,0.81,0.89,0.53,1.0,0.81,0.83,0.98,0.74,0.82,0.76,1.0,0.82,0.66,0.63,0.57,0.97,0.89,0.46,0.889
1192,United States,1998,0.78,0.81,0.89,0.34,1.0,0.81,0.83,0.98,0.74,0.82,0.76,1.0,0.82,0.66,0.63,0.57,0.97,0.89,0.46,0.891
1193,United States,1999,0.78,0.81,0.89,0.34,1.0,0.81,0.83,0.98,0.74,0.82,0.76,1.0,0.82,0.66,0.63,0.57,0.97,0.89,0.46,0.891
1194,United States,2000,0.78,0.59,0.89,0.52,1.0,0.83,0.83,0.98,0.74,0.82,0.76,1.0,0.81,0.7,0.63,0.54,0.97,0.89,0.46,0.894
1195,United States,2001,0.79,0.59,0.89,0.52,1.0,0.83,0.81,0.98,0.74,0.82,0.73,1.0,0.78,0.7,0.63,0.54,0.97,0.89,0.46,0.895
1196,United States,2002,0.79,0.7,0.89,0.34,1.0,0.83,0.81,0.98,0.74,0.82,0.73,1.0,0.77,0.7,0.63,0.54,0.97,0.89,0.46,0.896
1197,United States,2003,0.79,0.7,0.89,0.34,1.0,0.83,0.8,0.98,0.74,0.82,0.73,1.0,0.8,0.7,0.63,0.54,0.97,0.9,0.46,0.898
1198,United States,2004,0.79,0.7,0.89,0.56,1.0,0.83,0.8,0.98,0.74,0.82,0.73,1.0,0.8,0.7,0.63,0.54,0.97,0.9,0.46,0.902
1199,United States,2005,0.79,0.7,0.89,0.56,1.0,0.83,0.8,0.98,0.74,0.82,0.73,1.0,0.8,0.71,0.63,0.54,0.97,0.9,0.46,0.904
1200,United States,2006,0.79,0.8,1.0,0.36,1.0,0.83,0.8,0.98,0.74,0.82,0.73,1.0,0.8,0.7,0.63,0.54,0.97,0.9,0.46,0.908
1201,United States,2007,0.79,0.8,1.0,0.36,1.0,0.83,0.8,0.98,0.74,0.82,0.76,1.0,0.8,0.71,0.63,0.54,0.97,0.91,0.46,0.911
1202,United States,2008,0.79,0.82,1.0,0.57,1.0,0.83,0.8,0.98,0.74,0.82,0.76,1.0,0.8,0.7,0.63,0.54,0.97,0.91,0.46,0.912
1203,United States,2009,0.79,0.82,1.0,0.57,1.0,0.83,0.84,0.98,0.74,0.82,0.76,1.0,0.8,0.7,0.63,0.54,0.97,0.91,0.46,0.913
1204,United States,2010,0.79,0.78,1.0,0.37,1.0,0.83,0.84,0.98,0.74,0.84,0.77,1.0,0.8,0.71,0.62,0.56,0.98,0.92,0.46,0.916
1205,United States,2011,0.79,0.78,1.0,0.37,1.0,0.83,0.84,0.98,0.74,0.82,0.77,1.0,0.79,0.71,0.62,0.56,0.98,0.92,0.46,0.918
1206,United States,2012,0.79,0.82,1.0,0.53,1.0,0.84,0.82,1.0,0.74,0.82,0.77,1.0,0.8,0.71,0.62,0.57,0.98,0.92,0.46,0.92
