year,coa,coo,totalrefugees,ccode_coo,ccode_coa,minimal_distance,groupname1,gwgroupid1,groupname2,gwgroupid2,groupname3,gwgroupid3,sources,quote,groupshare1_num,groupshare2_num,groupshare3_num,group1share_multiplier,group2share_multiplier,group3share_multiplier,group1_size,group2_size,group3_size
1982,Thailand,Lao People's Dem. Rep.,76060,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,49439,,
1983,Thailand,Lao People's Dem. Rep.,78950,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,51317.5,,
1984,Thailand,Lao People's Dem. Rep.,82100,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,53365,,
1985,Thailand,Lao People's Dem. Rep.,93260,812,800,0,Hmong,81201000,Thai Htin,81209000,,,UNHCR,"approximately 1,750 Laotian hilltribe residents to remain in the camp and other 500 were transferred to the integration site at Ban Sok Koh pending verification of Thai nationality. The groups consist of Thai Htin and Thai Hmong who left Thaila",majority,minority,,0.6,0.3,,55956,27978,
1986,Thailand,Lao People's Dem. Rep.,85820,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,55783,,
1987,Thailand,Lao People's Dem. Rep.,74980,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,48737,,
1988,Thailand,Lao People's Dem. Rep.,76231,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,49550.1,,
1989,Thailand,Lao People's Dem. Rep.,68741,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,44681.6,,
1990,Thailand,Lao People's Dem. Rep.,67420,812,800,0,Hmong,81201000,Lowland Laotians,,,,UNHCR,Hmong Hilltribes. Hilltribe Laotioans and Lowland Laotians,majority,,,0.65,,,43823,,
1991,Thailand,Lao People's Dem. Rep.,57298,812,800,0,Hmong,81201000,,,,,UNHCR,"resettlement activities remained mainly focusing on Hmong hilltribe refugees from both Ban Vinai (some 9,000 ICs) and Chiangkham Camps (some 4,000 ICs).",majority,,,0.65,,,37243.7,,
1992,Thailand,Lao People's Dem. Rep.,40871,812,800,0,Hmong,81201000,Thai,81209000,,,UNHCR,,majority,,,0.65,,,26566.1,,
1993,Thailand,Lao People's Dem. Rep.,26694,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,17351.1,,
1994,Thailand,Lao People's Dem. Rep.,11924,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,7750.6,,
1995,Thailand,Lao People's Dem. Rep.,6290,812,800,0,Hmong,81201000,,,,,Lischer,,dominant,,,0.95,,,5975.5,,
1996,Thailand,Lao People's Dem. Rep.,3293,812,800,0,Hmong,81201000,,,,,refugees international,,dominant,,,0.95,,,3128.35,,
1976,Thailand,Viet Nam,3060,816,800,90581.3,99,,,,,,,,,,,,,,,,
1977,Thailand,Viet Nam,3600,816,800,90581.3,Chinese,,,,,,,,,,,,,,,,
1978,Thailand,Viet Nam,4770,816,800,90581.3,99,,,,,,,,,,,,,,,,
1979,Thailand,Viet Nam,7440,816,800,90581.3,99,,,,,,,,,,,,,,,,
1980,Thailand,Viet Nam,9020,816,800,90581.3,99,,,,,,,,,,,,,,,,
1981,Thailand,Viet Nam,5800,816,800,90581.3,99,,,,,,,,,,,,,,,,
1982,Thailand,Viet Nam,8900,816,800,90581.3,99,,Hmong,,,,,,,minority,,,,,,,
1983,Thailand,Viet Nam,8620,816,800,90581.3,99,,,,,,,,,,,,,,,,
1984,Thailand,Viet Nam,4750,816,800,90581.3,99,,,,,,,,,,,,,,,,
1985,Thailand,Viet Nam,5400,816,800,90581.3,99,,,,,,,,,,,,,,,,
1986,Thailand,Viet Nam,7050,816,800,90581.3,99,,,,,,,,,,,,,,,,
1987,Thailand,Viet Nam,14540,816,800,90581.3,99,,,,,,,,,,,,,,,,
1988,Thailand,Viet Nam,14120,816,800,90581.3,99,,,,,,,,,,,,,,,,
1989,Thailand,Viet Nam,13574,816,800,90581.3,99,,,,,,,,,,,,,,,,
1990,Thailand,Viet Nam,15778,816,800,90581.3,99,,,,,,,,,,,,,,,,
1991,Thailand,Viet Nam,13708,816,800,90581.3,99,,,,,,,,,,,,,,,,
1992,Thailand,Viet Nam,12649,816,800,90581.3,99,,,,,,UNHCR,"resettlement activities remained mainly focusing on Hmong hilltribe refugees from both Ban Vinai (some 9,000 ICs) and Chiangkham Camps (some 4,000 ICs).",,,,,,,,,
1993,Thailand,Viet Nam,9797,816,800,90581.3,99,,,,,,,,,,,,,,,,
1994,Thailand,Viet Nam,6121,816,800,90581.3,99,,,,,,,,,,,,,,,,
1995,Thailand,Viet Nam,5014,816,800,90581.3,99,,,,,,,,,,,,,,,,
1980,Lao People's Dem. Rep.,Cambodia,10370,811,812,0,99,,,,,,,,,,,,,,,,
1981,Lao People's Dem. Rep.,Cambodia,3500,811,812,0,99,,,,,,,,,,,,,,,,
1982,Lao People's Dem. Rep.,Cambodia,3500,811,812,0,99,,,,,,,,,,,,,,,,
1977,Viet Nam,Cambodia,60000,811,816,0,99,,,,,,,,,,,,,,,,
1978,Viet Nam,Cambodia,150000,811,816,0,99,,,,,,,,,,,,,,,,
1979,Viet Nam,Cambodia,35000,811,816,0,99,,,,,,,,,,,,,,,,
1980,Viet Nam,Cambodia,33000,811,816,0,99,,,,,,,,,,,,,,,,
1981,Viet Nam,Cambodia,30000,811,816,0,99,,,,,,,,,,,,,,,,
1982,Viet Nam,Cambodia,25960,811,816,0,99,,,,,,,,,,,,,,,,
1983,Viet Nam,Cambodia,21070,811,816,0,99,,,,,,,,,,,,,,,,
1984,Viet Nam,Cambodia,21000,811,816,0,99,,,,,,,,,,,,,,,,
1985,Viet Nam,Cambodia,25000,811,816,0,99,,,,,,,,,,,,,,,,
1986,Viet Nam,Cambodia,27000,811,816,0,99,,,,,,,,,,,,,,,,
1987,Viet Nam,Cambodia,25000,811,816,0,99,,,,,,,,,,,,,,,,
1988,Viet Nam,Cambodia,27000,811,816,0,99,,,,,,,,,,,,,,,,
1989,Viet Nam,Cambodia,23060,811,816,0,99,,,,,,,,,,,,,,,,
1990,Viet Nam,Cambodia,21150,811,816,0,99,,,,,,,,,,,,,,,,
1991,Viet Nam,Cambodia,20148,811,816,0,99,,,,,,,,,,,,,,,,
1992,Viet Nam,Cambodia,16263,811,816,0,99,,,,,,,,,,,,,,,,
1993,Viet Nam,Cambodia,5084,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,4829.8,,
1994,Viet Nam,Cambodia,5000,811,816,0,Vietnamese,81104000,,,,,Lischer,,dominant,,,0.95,,,4750,,
1995,Viet Nam,Cambodia,34400,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,32680,,
1996,Viet Nam,Cambodia,34400,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,32680,,
1997,Viet Nam,Cambodia,15000,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,14250,,
1998,Viet Nam,Cambodia,15000,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,14250,,
1999,Viet Nam,Cambodia,15000,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,14250,,
2000,Viet Nam,Cambodia,15945,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,15147.8,,
2001,Viet Nam,Cambodia,15945,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,15147.8,,
2002,Viet Nam,Cambodia,15945,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,15147.8,,
2003,Viet Nam,Cambodia,15360,811,816,0,Vietnamese,81104000,,,,,USCRI,,dominant,,,0.95,,,14592,,
2004,Viet Nam,Cambodia,2360,811,816,0,99,,,,,,,,,,,,,,,,
2005,Viet Nam,Cambodia,2357,811,816,0,99,,,,,,,,,,,,,,,,
2006,Viet Nam,Cambodia,2357,811,816,0,99,,,,,,,,,,,,,,,,
2007,Viet Nam,Cambodia,2357,811,816,0,99,,,,,,,,,,,,,,,,
2008,Viet Nam,Cambodia,2357,811,816,0,99,,,,,,,,,,,,,,,,
2009,Viet Nam,Cambodia,2357,811,816,0,99,,,,,,,,,,,,,,,,
1994,Malaysia,Myanmar,5113,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,Refugees International,,,,,,,,,,
1995,Malaysia,Myanmar,5117,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
1996,Malaysia,Myanmar,5114,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
1997,Malaysia,Myanmar,5104,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
1998,Malaysia,Myanmar,5113,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
1999,Malaysia,Myanmar,5136,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2000,Malaysia,Myanmar,5134,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2001,Malaysia,Myanmar,5151,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2002,Malaysia,Myanmar,5247,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2003,Malaysia,Myanmar,4152,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2004,Malaysia,Myanmar,9601,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2005,Malaysia,Myanmar,14208,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2006,Malaysia,Myanmar,21544,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2007,Malaysia,Myanmar,29474,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2008,Malaysia,Myanmar,33781,775,820,405608,Rohingya (Muslim Arakanese),77508000,,,,,USCRI,,,,,,,,,,
2009,Malaysia,Myanmar,61412,775,820,405608,Rohingya (Muslim Arakanese),77508000,Chin,,Kachin,,USCRI,,majority,minority,,0.6,0.3,,36847.2,18423.6,
2010,Malaysia,Myanmar,76120,775,820,405608,Muslim Arakanese,77508000,,,,,,,dominant,,,0.95,,,72314,,
2011,Malaysia,Myanmar,81146,775,820,405608,Muslim Arakanese,77508000,,,,,,,dominant,,,0.95,,,77088.7,,
2012,Malaysia,Myanmar,84671,775,820,405608,Muslim Arakanese,77508000,,,,,,,dominant,,,0.95,,,80437.4,,
2013,Malaysia,Myanmar,92287,775,820,405608,Muslim Arakanese,77508000,,,,,,,dominant,,,0.95,,,87672.6,,
2014,Malaysia,Myanmar,93866,775,820,405608,Muslim Arakanese,77508000,,,,,,,dominant,,,0.95,,,89172.7,,
2015,Malaysia,Myanmar,88637,775,820,405608,Muslim Arakanese,77508000,,,,,,,dominant,,,0.95,,,84205.1,,
2016,Malaysia,Myanmar,87036,775,820,405608,Muslim Arakanese,77508000,,,,,,,dominant,,,0.95,,,82684.2,,
2018,Malaysia,Myanmar,114227,775,820,405608,Muslim Arakanese,77508000,,,,,Human Rights Watch: https://www.hrw.org/news/2021/02/24/malaysia-investigate-return-1086-myanmar-nationals,"More than 86 percent of refugees in Malaysia are from Myanmar, including more than 100,000 Rohingya, 22,000 Chin, and 29,000 from other ethnic communities. The total number of refugees in Malaysia, including those from Myanmar, is likely much higher.",majority,,,0.65,,,74247.5,,
2019,Malaysia,Myanmar,119230,775,820,405608,Muslim Arakanese,77508000,,,,,Human Rights Watch: https://www.hrw.org/news/2021/02/24/malaysia-investigate-return-1086-myanmar-nationals,"More than 86 percent of refugees in Malaysia are from Myanmar, including more than 100,000 Rohingya, 22,000 Chin, and 29,000 from other ethnic communities. The total number of refugees in Malaysia, including those from Myanmar, is likely much higher.",majority,,,0.65,,,77499.5,,
2020,Malaysia,Myanmar,32962,775,820,405608,Muslim Arakanese,77508000,,,,,Human Rights Watch: https://www.hrw.org/news/2021/02/24/malaysia-investigate-return-1086-myanmar-nationals,"More than 86 percent of refugees in Malaysia are from Myanmar, including more than 100,000 Rohingya, 22,000 Chin, and 29,000 from other ethnic communities. The total number of refugees in Malaysia, including those from Myanmar, is likely much higher.",majority,,,0.65,,,21425.3,,
1981,Malaysia,Cambodia,3400,811,820,497436,Cambodian Muslims,,,,,,"Davies, Sarah Ellen. Legitimizing Rejection: International Refugee Law in Southeast Asia. (Koninklijke Brill NV: Leiden, The Netherlands) 2008, 146.","In 1975 Malaysia accepted 1,275 Cambodian Muslims who had fled the Pol Pot regime and during the Indochinese refugee crisis Malaysia continued to allow a select number of Cambodian Muslims to locally integrate. By 1992, it was estimated that 10",,,,,,,,,
1985,Malaysia,Cambodia,6850,811,820,497436,Cambodian Muslims,,,,,,"Davies, Sarah Ellen. Legitimizing Rejection: International Refugee Law in Southeast Asia. (Koninklijke Brill NV: Leiden, The Netherlands) 2008, 146.","In 1975 Malaysia accepted 1,275 Cambodian Muslims who had fled the Pol Pot regime and during the Indochinese refugee crisis Malaysia continued to allow a select number of Cambodian Muslims to locally integrate. By 1992, it was estimated that 10",,,,,,,,,
1977,Malaysia,Viet Nam,3880,816,820,378006,99,,,,,,,,,,,,,,,,
1978,Malaysia,Viet Nam,49580,816,820,378006,99,,,,,,,,,,,,,,,,
1979,Malaysia,Viet Nam,34300,816,820,378006,99,,,,,,,,,,,,,,,,
1980,Malaysia,Viet Nam,12160,816,820,378006,99,,,,,,,,,,,,,,,,
1981,Malaysia,Viet Nam,9850,816,820,378006,99,,,,,,,,,,,,,,,,
1982,Malaysia,Viet Nam,8440,816,820,378006,99,,,,,,,,,,,,,,,,
1983,Malaysia,Viet Nam,10080,816,820,378006,99,,,,,,,,,,,,,,,,
1984,Malaysia,Viet Nam,8850,816,820,378006,99,,,,,,,,,,,,,,,,
1985,Malaysia,Viet Nam,8460,816,820,378006,99,,,,,,,,,,,,,,,,
1986,Malaysia,Viet Nam,9000,816,820,378006,99,,,,,,,,,,,,,,,,
1987,Malaysia,Viet Nam,9120,816,820,378006,99,,,,,,,,,,,,,,,,
1988,Malaysia,Viet Nam,14210,816,820,378006,99,,,,,,,,,,,,,,,,
1989,Malaysia,Viet Nam,20475,816,820,378006,99,,,,,,,,,,,,,,,,
1990,Malaysia,Viet Nam,14862,816,820,378006,99,,,,,,,,,,,,,,,,
1991,Malaysia,Viet Nam,12493,816,820,378006,99,,,,,,,,,,,,,,,,
1992,Malaysia,Viet Nam,11370,816,820,378006,99,,,,,,,,,,,,,,,,
1977,Malaysia,Philippines,90000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2004 - Malaysia , 25 May 2004,Êavailable at: http://www.unhcr.org/refworld/docid/40b45940c.htmlÊ[accessed 22 September 2011]","Malaysia hosted some 75,700 refugees and asylum seekers in 2003, including 57,000 Filipino Muslims who entered Malaysia the 1970s",dominant,,,0.95,,,85500,,
1978,Malaysia,Philippines,92000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2004 - Malaysia , 25 May 2004,Êavailable at: http://www.unhcr.org/refworld/docid/40b45940c.htmlÊ[accessed 22 September 2011]","Malaysia hosted some 75,700 refugees and asylum seekers in 2003, including 57,000 Filipino Muslims who entered Malaysia the 1970s",dominant,,,0.95,,,87400,,
1979,Malaysia,Philippines,90000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2004 - Malaysia , 25 May 2004,Êavailable at: http://www.unhcr.org/refworld/docid/40b45940c.htmlÊ[accessed 22 September 2011]","Malaysia hosted some 75,700 refugees and asylum seekers in 2003, including 57,000 Filipino Muslims who entered Malaysia the 1970s",dominant,,,0.95,,,85500,,
1980,Malaysia,Philippines,90000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 1999 - Malaysia , 1 January 1999,Êavailable at: http://www.unhcr.org/refworld/docid/3ae6a8a22c.htmlÊ[accessed 22 September 2011]","At the end of 1998, Malaysia hosted more than 50,000 refugees and asylum seekers. These included 45,000 Filipino Muslims...Most of the refugees arrived in Sabah in the 1970s, with others arriving in the early 1980s.",dominant,,,0.95,,,85500,,
1981,Malaysia,Philippines,90000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 1999 - Malaysia , 1 January 1999,Êavailable at: http://www.unhcr.org/refworld/docid/3ae6a8a22c.htmlÊ[accessed 22 September 2011]","At the end of 1998, Malaysia hosted more than 50,000 refugees and asylum seekers. These included 45,000 Filipino Muslims...Most of the refugees arrived in Sabah in the 1970s, with others arriving in the early 1980s.",dominant,,,0.95,,,85500,,
1982,Malaysia,Philippines,90000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 1999 - Malaysia , 1 January 1999,Êavailable at: http://www.unhcr.org/refworld/docid/3ae6a8a22c.htmlÊ[accessed 22 September 2011]","At the end of 1998, Malaysia hosted more than 50,000 refugees and asylum seekers. These included 45,000 Filipino Muslims...Most of the refugees arrived in Sabah in the 1970s, with others arriving in the early 1980s.",dominant,,,0.95,,,85500,,
1983,Malaysia,Philippines,100000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 1999 - Malaysia , 1 January 1999,Êavailable at: http://www.unhcr.org/refworld/docid/3ae6a8a22c.htmlÊ[accessed 22 September 2011]","At the end of 1998, Malaysia hosted more than 50,000 refugees and asylum seekers. These included 45,000 Filipino Muslims...Most of the refugees arrived in Sabah in the 1970s, with others arriving in the early 1980s.",dominant,,,0.95,,,95000,,
1985,Papua New Guinea,Indonesia,11750,850,910,0,Papua,85013000,Muyu,,Melanese,,Advocacy & Information Officer in PNG,,dominant,minority,,0.95,0.05,,11162.5,587.5,
1984,Malaysia,Philippines,100000,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 1999 - Malaysia , 1 January 1999,Êavailable at: http://www.unhcr.org/refworld/docid/3ae6a8a22c.htmlÊ[accessed 22 September 2011]","At the end of 1998, Malaysia hosted more than 50,000 refugees and asylum seekers. These included 45,000 Filipino Muslims...Most of the refugees arrived in Sabah in the 1970s, with others arriving in the early 1980s.",dominant,,,0.95,,,95000,,
1985,Malaysia,Philippines,90000,840,820,50052.7,Filipino Muslims,,,,,,,,dominant,,,0.95,,,85500,,
1986,Malaysia,Philippines,90000,840,820,50052.7,99,,,,,,,,,,,,,,,,
1987,Malaysia,Philippines,90000,840,820,50052.7,99,,,,,,,,,,,,,,,,
1988,Malaysia,Philippines,90000,840,820,50052.7,99,,,,,,,,,,,,,,,,
1989,Malaysia,Philippines,90000,840,820,50052.7,99,,,,,,,,,,,,,,,,
1998,Malaysia,Philippines,45100,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 1999 - Malaysia , 1 January 1999,Êavailable at: http://www.unhcr.org/refworld/docid/3ae6a8a22c.htmlÊ[accessed 22 September 2011]","At the end of 1998, Malaysia hosted more than 50,000 refugees and asylum seekers. These included 45,000 Filipino Muslims,",dominant,,,0.95,,,42845,,
1999,Malaysia,Philippines,45100,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2000 - Malaysia , 1 June 2000,Êavailable at: http://www.unhcr.org/refworld/docid/3ae6a8d030.htmlÊ[accessed 21 September 2011]","At the end of 1999, Malaysia hosted more than 45,400 refugees and asylum seekers, the vast majority (45,000) Filipino Muslims",dominant,,,0.95,,,42845,,
2000,Malaysia,Philippines,45100,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2001 - Malaysia , 20 June 2001,Êavailable at: http://www.unhcr.org/refworld/docid/3b31e16614.htmlÊ[accessed 22 September 2011]","At the end of 2000, Malaysia hosted more than 57,000 refugees and asylum seekers, the vast majority (57,000) Filipino Muslims",dominant,,,0.95,,,42845,,
2001,Malaysia,Philippines,45100,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2002 - Malaysia , 10 June 2002,Êavailable at: http://www.unhcr.org/refworld/docid/3d04c14ec.htmlÊ[accessed 22 September 2011]","Malaysia hosted more than 57,500 refugees and asylum seekers at the end of 2001, the overwhelming majority (57,000) Filipino Muslims",dominant,,,0.95,,,42845,,
2002,Malaysia,Philippines,45107,840,820,50052.7,Filipino Muslims,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2003 - Malaysia , 1 June 2003,Êavailable at: http://www.unhcr.org/refworld/docid/3eddc49114.htmlÊ[accessed 22 September 2011]","Malaysia hosted nearly 59,000 refugees and asylum seekers at the end of 2002, the overwhelming majority (57,000) Filipino Muslims",dominant,,,0.95,,,42851.6,,
2003,Malaysia,Indonesia,3198,850,820,0,Achenese,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees World Refugee Survey 2004 - Malaysia , 25 May 2004,Êavailable at: http://www.unhcr.org/refworld/docid/40b45940c.htmlÊ[accessed 22 September 2011]","Some 8,000 Indonesian asylum seekers and persons of concern mostly from Aceh.",dominant,,,0.95,,,3038.1,,
2004,Malaysia,Indonesia,15181,850,820,0,Achenese,,,,,,m,j,,,,,,,,,
2005,Malaysia,Indonesia,19153,850,820,0,Achenese,,,,,,"United States Committee for Refugees and Immigrants, U.S. Committee for Refugees and Immigrants World Refugee Survey 2006 - Malaysia , 14 June 2006,Êavailable at: http://www.unhcr.org/refworld/docid/4496ad0619.htmlÊ[accessed 22 September 2011]","Indonesia: 30,000...Starting in August, the Government issued between 32,000 and 35,000 work permits to Acehnese refugees and migrant",,,,,,,,,
2006,Malaysia,Indonesia,15174,850,820,0,Achenese,,,,,,,,,,,,,,,,
2007,Malaysia,Indonesia,2215,850,820,0,Achenese,,,,,,,,,,,,,,,,
1979,Philippines,Viet Nam,5300,816,840,940289,Vietnames,,,,,,,,,,,,,,,,
1980,Philippines,Viet Nam,20300,816,840,940289,Vietnames,,,,,,,,,,,,,,,,
1981,Philippines,Viet Nam,6630,816,840,940289,Vietnames,,,,,,,,,,,,,,,,
1982,Philippines,Viet Nam,8980,816,840,940289,Vietnames,,,,,,,,,,,,,,,,
1983,Philippines,Viet Nam,7770,816,840,940289,Vietnames,,,,,,,,,,,,,,,,
1984,Philippines,Viet Nam,10080,816,840,940289,Vietnames,,,,,,,,,,,,,,,,
